3.900000000000000000e+01 3.229999999999999716e+01 3.489999999999999858e+01 3.010000000000000142e+01 4.120000000000000284e+01 5.820000000000000284e+01 6.620000000000000284e+01 6.450000000000000000e+01 4.729999999999999716e+01 4.589999999999999858e+01 3.289999999999999858e+01 4.439999999999999858e+01
3.510000000000000142e+01 2.830000000000000071e+01 3.260000000000000142e+01 2.700000000000000000e+01 4.589999999999999858e+01 5.329999999999999716e+01 6.750000000000000000e+01 5.929999999999999716e+01 5.539999999999999858e+01 4.860000000000000142e+01 4.739999999999999858e+01 3.960000000000000142e+01
3.510000000000000142e+01 1.830000000000000071e+01 2.780000000000000071e+01 3.169999999999999929e+01 3.939999999999999858e+01 5.370000000000000284e+01 6.429999999999999716e+01 6.940000000000000568e+01 5.729999999999999716e+01 4.729999999999999716e+01 4.110000000000000142e+01 3.700000000000000000e+01
3.239999999999999858e+01 3.000000000000000000e+01 3.629999999999999716e+01 3.339999999999999858e+01 4.570000000000000284e+01 5.360000000000000142e+01 6.440000000000000568e+01 6.210000000000000142e+01 5.810000000000000142e+01 5.189999999999999858e+01 3.739999999999999858e+01 4.010000000000000142e+01
3.370000000000000284e+01 2.260000000000000142e+01 3.130000000000000071e+01 3.000000000000000000e+01 3.739999999999999858e+01 5.570000000000000284e+01 6.859999999999999432e+01 6.940000000000000568e+01 6.629999999999999716e+01 4.739999999999999858e+01 4.360000000000000142e+01 4.750000000000000000e+01
2.869999999999999929e+01 3.039999999999999858e+01 2.730000000000000071e+01 3.889999999999999858e+01 4.100000000000000000e+01 6.370000000000000284e+01 6.010000000000000142e+01 5.460000000000000142e+01 6.050000000000000000e+01 5.860000000000000142e+01 4.150000000000000000e+01 3.710000000000000142e+01
4.629999999999999716e+01 2.839999999999999858e+01 3.119999999999999929e+01 3.300000000000000000e+01 3.739999999999999858e+01 5.220000000000000284e+01 6.870000000000000284e+01 6.420000000000000284e+01 6.029999999999999716e+01 4.639999999999999858e+01 4.079999999999999716e+01 3.789999999999999858e+01
3.389999999999999858e+01 2.750000000000000000e+01 3.570000000000000284e+01 3.489999999999999858e+01 4.220000000000000284e+01 5.410000000000000142e+01 7.190000000000000568e+01 5.560000000000000142e+01 6.089999999999999858e+01 4.560000000000000142e+01 4.989999999999999858e+01 3.529999999999999716e+01
3.439999999999999858e+01 3.150000000000000000e+01 2.960000000000000142e+01 2.910000000000000142e+01 4.779999999999999716e+01 6.570000000000000284e+01 6.279999999999999716e+01 6.279999999999999716e+01 5.550000000000000000e+01 5.089999999999999858e+01 4.229999999999999716e+01 3.829999999999999716e+01
2.869999999999999929e+01 3.150000000000000000e+01 2.760000000000000142e+01 3.030000000000000071e+01 3.929999999999999716e+01 5.229999999999999716e+01 6.260000000000000142e+01 6.659999999999999432e+01 6.050000000000000000e+01 5.020000000000000284e+01 3.939999999999999858e+01 3.039999999999999858e+01
3.870000000000000284e+01 2.469999999999999929e+01 3.279999999999999716e+01 3.589999999999999858e+01 3.920000000000000284e+01 5.489999999999999858e+01 6.979999999999999716e+01 6.120000000000000284e+01 6.160000000000000142e+01 4.339999999999999858e+01 4.410000000000000142e+01 2.989999999999999858e+01
3.060000000000000142e+01 2.530000000000000071e+01 2.830000000000000071e+01 2.850000000000000000e+01 3.729999999999999716e+01 5.429999999999999716e+01 6.770000000000000284e+01 6.600000000000000000e+01 5.179999999999999716e+01 4.400000000000000000e+01 4.300000000000000000e+01 3.550000000000000000e+01
3.010000000000000142e+01 3.119999999999999929e+01 3.260000000000000142e+01 3.050000000000000000e+01 3.970000000000000284e+01 5.839999999999999858e+01 6.590000000000000568e+01 6.879999999999999716e+01 5.670000000000000284e+01 4.910000000000000142e+01 5.089999999999999858e+01 3.210000000000000142e+01
3.550000000000000000e+01 1.880000000000000071e+01 2.780000000000000071e+01 2.389999999999999858e+01 4.360000000000000142e+01 5.439999999999999858e+01 5.939999999999999858e+01 6.210000000000000142e+01 5.270000000000000284e+01 4.639999999999999858e+01 5.550000000000000000e+01 3.570000000000000284e+01
3.779999999999999716e+01 2.689999999999999858e+01 2.589999999999999858e+01 3.189999999999999858e+01 4.110000000000000142e+01 5.979999999999999716e+01 6.079999999999999716e+01 5.710000000000000142e+01 5.110000000000000142e+01 5.729999999999999716e+01 4.860000000000000142e+01 4.770000000000000284e+01
2.819999999999999929e+01 2.600000000000000000e+01 3.270000000000000284e+01 2.880000000000000071e+01 4.029999999999999716e+01 5.450000000000000000e+01 6.300000000000000000e+01 6.440000000000000568e+01 5.970000000000000284e+01 5.610000000000000142e+01 4.700000000000000000e+01 3.829999999999999716e+01
3.750000000000000000e+01 2.669999999999999929e+01 2.850000000000000000e+01 3.189999999999999858e+01 3.420000000000000284e+01 5.239999999999999858e+01 6.579999999999999716e+01 6.070000000000000284e+01 6.570000000000000284e+01 4.660000000000000142e+01 4.189999999999999858e+01 3.400000000000000000e+01
2.850000000000000000e+01 2.360000000000000142e+01 2.639999999999999858e+01 3.210000000000000142e+01 4.160000000000000142e+01 6.110000000000000142e+01 7.679999999999999716e+01 6.459999999999999432e+01 5.529999999999999716e+01 4.950000000000000000e+01 4.010000000000000142e+01 3.800000000000000000e+01
3.760000000000000142e+01 2.639999999999999858e+01 3.180000000000000071e+01 3.110000000000000142e+01 4.220000000000000284e+01 5.839999999999999858e+01 6.559999999999999432e+01 5.889999999999999858e+01 5.639999999999999858e+01 4.670000000000000284e+01 4.889999999999999858e+01 3.379999999999999716e+01
3.270000000000000284e+01 2.689999999999999858e+01 3.210000000000000142e+01 2.880000000000000071e+01 3.139999999999999858e+01 4.979999999999999716e+01 6.879999999999999716e+01 6.509999999999999432e+01 4.720000000000000284e+01 5.610000000000000142e+01 5.370000000000000284e+01 3.589999999999999858e+01
3.610000000000000142e+01 3.410000000000000142e+01 2.919999999999999929e+01 3.560000000000000142e+01 3.829999999999999716e+01 5.389999999999999858e+01 6.709999999999999432e+01 5.889999999999999858e+01 5.910000000000000142e+01 4.950000000000000000e+01 4.360000000000000142e+01 4.389999999999999858e+01
3.870000000000000284e+01 2.550000000000000000e+01 3.560000000000000142e+01 2.869999999999999929e+01 4.179999999999999716e+01 6.220000000000000284e+01 6.909999999999999432e+01 5.920000000000000284e+01 6.010000000000000142e+01 4.929999999999999716e+01 3.610000000000000142e+01 3.239999999999999858e+01
3.760000000000000142e+01 2.589999999999999858e+01 3.110000000000000142e+01 2.950000000000000000e+01 3.779999999999999716e+01 6.029999999999999716e+01 6.529999999999999716e+01 5.829999999999999716e+01 5.360000000000000142e+01 5.410000000000000142e+01 3.979999999999999716e+01 3.789999999999999858e+01
4.110000000000000142e+01 3.229999999999999716e+01 3.410000000000000142e+01 2.810000000000000142e+01 4.420000000000000284e+01 5.850000000000000000e+01 6.829999999999999716e+01 6.120000000000000284e+01 5.850000000000000000e+01 4.929999999999999716e+01 4.289999999999999858e+01 3.710000000000000142e+01
3.510000000000000142e+01 2.380000000000000071e+01 3.060000000000000142e+01 2.980000000000000071e+01 4.229999999999999716e+01 5.579999999999999716e+01 6.590000000000000568e+01 6.700000000000000000e+01 5.529999999999999716e+01 4.500000000000000000e+01 3.829999999999999716e+01 3.820000000000000284e+01
2.530000000000000071e+01 2.610000000000000142e+01 2.889999999999999858e+01 2.769999999999999929e+01 4.189999999999999858e+01 5.710000000000000142e+01 6.509999999999999432e+01 6.129999999999999716e+01 5.389999999999999858e+01 5.410000000000000142e+01 4.289999999999999858e+01 3.620000000000000284e+01
2.730000000000000071e+01 2.780000000000000071e+01 3.239999999999999858e+01 3.130000000000000071e+01 3.779999999999999716e+01 5.510000000000000142e+01 6.679999999999999716e+01 6.260000000000000142e+01 5.810000000000000142e+01 4.439999999999999858e+01 4.070000000000000284e+01 3.439999999999999858e+01
3.110000000000000142e+01 2.539999999999999858e+01 3.520000000000000284e+01 3.000000000000000000e+01 3.660000000000000142e+01 5.400000000000000000e+01 6.300000000000000000e+01 5.860000000000000142e+01 5.689999999999999858e+01 5.750000000000000000e+01 4.300000000000000000e+01 3.800000000000000000e+01
3.360000000000000142e+01 2.239999999999999858e+01 3.069999999999999929e+01 3.139999999999999858e+01 4.339999999999999858e+01 4.770000000000000284e+01 6.360000000000000142e+01 6.360000000000000142e+01 5.720000000000000284e+01 4.820000000000000284e+01 4.279999999999999716e+01 4.229999999999999716e+01
3.550000000000000000e+01 2.650000000000000000e+01 3.239999999999999858e+01 3.089999999999999858e+01 3.729999999999999716e+01 5.810000000000000142e+01 6.709999999999999432e+01 6.709999999999999432e+01 6.150000000000000000e+01 5.639999999999999858e+01 5.000000000000000000e+01 3.810000000000000142e+01
3.920000000000000284e+01 2.819999999999999929e+01 2.869999999999999929e+01 3.069999999999999929e+01 4.210000000000000142e+01 5.460000000000000142e+01 6.790000000000000568e+01 5.610000000000000142e+01 5.050000000000000000e+01 5.010000000000000142e+01 4.800000000000000000e+01 3.650000000000000000e+01
3.529999999999999716e+01 2.780000000000000071e+01 3.700000000000000000e+01 2.860000000000000142e+01 4.120000000000000284e+01 5.360000000000000142e+01 6.370000000000000284e+01 5.970000000000000284e+01 6.179999999999999716e+01 5.439999999999999858e+01 4.360000000000000142e+01 3.760000000000000142e+01
3.360000000000000142e+01 3.019999999999999929e+01 3.239999999999999858e+01 2.900000000000000000e+01 3.839999999999999858e+01 6.029999999999999716e+01 6.770000000000000284e+01 6.620000000000000284e+01 5.370000000000000284e+01 4.860000000000000142e+01 4.629999999999999716e+01 4.560000000000000142e+01
3.250000000000000000e+01 2.580000000000000071e+01 3.289999999999999858e+01 3.150000000000000000e+01 3.920000000000000284e+01 5.260000000000000142e+01 6.750000000000000000e+01 6.590000000000000568e+01 5.329999999999999716e+01 5.560000000000000142e+01 3.910000000000000142e+01 3.510000000000000142e+01
3.139999999999999858e+01 2.260000000000000142e+01 2.669999999999999929e+01 2.919999999999999929e+01 4.150000000000000000e+01 6.189999999999999858e+01 6.540000000000000568e+01 6.429999999999999716e+01 6.490000000000000568e+01 5.360000000000000142e+01 4.070000000000000284e+01 4.129999999999999716e+01
3.420000000000000284e+01 2.689999999999999858e+01 3.139999999999999858e+01 3.470000000000000284e+01 4.160000000000000142e+01 5.939999999999999858e+01 6.829999999999999716e+01 6.440000000000000568e+01 5.389999999999999858e+01 4.889999999999999858e+01 4.079999999999999716e+01 3.329999999999999716e+01
3.370000000000000284e+01 2.510000000000000142e+01 3.180000000000000071e+01 3.189999999999999858e+01 3.960000000000000142e+01 6.160000000000000142e+01 6.050000000000000000e+01 5.720000000000000284e+01 4.950000000000000000e+01 5.020000000000000284e+01 4.089999999999999858e+01 3.860000000000000142e+01
3.069999999999999929e+01 2.519999999999999929e+01 2.650000000000000000e+01 2.989999999999999858e+01 4.370000000000000284e+01 5.929999999999999716e+01 6.350000000000000000e+01 6.620000000000000284e+01 5.670000000000000284e+01 4.300000000000000000e+01 4.460000000000000142e+01 3.670000000000000284e+01
3.820000000000000284e+01 2.600000000000000000e+01 3.039999999999999858e+01 3.289999999999999858e+01 3.650000000000000000e+01 6.420000000000000284e+01 6.729999999999999716e+01 5.750000000000000000e+01 5.250000000000000000e+01 5.229999999999999716e+01 4.589999999999999858e+01 3.800000000000000000e+01
3.629999999999999716e+01 2.710000000000000142e+01 2.639999999999999858e+01 2.919999999999999929e+01 3.389999999999999858e+01 5.279999999999999716e+01 6.220000000000000284e+01 6.389999999999999858e+01 5.560000000000000142e+01 4.779999999999999716e+01 4.270000000000000284e+01 3.779999999999999716e+01
3.080000000000000071e+01 3.229999999999999716e+01 3.210000000000000142e+01 3.050000000000000000e+01 3.570000000000000284e+01 5.579999999999999716e+01 6.659999999999999432e+01 6.360000000000000142e+01 5.570000000000000284e+01 5.289999999999999858e+01 4.160000000000000142e+01 3.429999999999999716e+01
3.460000000000000142e+01 2.860000000000000142e+01 3.410000000000000142e+01 3.229999999999999716e+01 4.120000000000000284e+01 5.710000000000000142e+01 6.120000000000000284e+01 5.800000000000000000e+01 5.139999999999999858e+01 5.289999999999999858e+01 4.679999999999999716e+01 3.539999999999999858e+01
3.889999999999999858e+01 2.769999999999999929e+01 2.780000000000000071e+01 2.950000000000000000e+01 3.420000000000000284e+01 5.400000000000000000e+01 5.900000000000000000e+01 5.960000000000000142e+01 5.479999999999999716e+01 4.979999999999999716e+01 4.320000000000000284e+01 3.870000000000000284e+01
